Gene	log2FC	pvalue	FDR	direction
200659_s_at	0.30761966687303577	0.10503199286484598	0.8522606834996637	Not Sig
200660_at	-0.1931558255374064	0.12100108867473897	0.8828977659267285	Not Sig
200661_at	0.05456520064404735	0.875595695198701	0.9990466365428997	Not Sig
200662_s_at	0.20744452020464088	0.180633235013498	0.9591951864105522	Not Sig
200663_at	0.36579475866354727	0.1956512653990712	0.9707246417511405	Not Sig
200664_s_at	-0.15860594367353986	0.7266796561977218	0.9990466365428997	Not Sig
200665_s_at	0.5184311916821933	0.019678018124195576	0.48791466340548945	Up
200666_s_at	-0.1269208282013512	0.586736589804176	0.9990466365428997	Not Sig
200667_at	0.031429944564612455	0.8200185330634755	0.9990466365428997	Not Sig
200668_s_at	0.12097977176058627	0.525110166727191	0.9990466365428997	Not Sig
200669_s_at	0.07472809919005563	0.7069918057944009	0.9990466365428997	Not Sig
200670_at	0.34523291696909375	0.20220080031966384	0.9778866682263946	Not Sig
200671_s_at	-0.09095572298324228	0.7866587029078166	0.9990466365428997	Not Sig
200672_x_at	0.02973714413503714	0.8967133123983942	0.9990466365428997	Not Sig
200673_at	0.11735789718985501	0.4182112554757669	0.9990466365428997	Not Sig
200674_s_at	0.021809441020449682	0.8365488951110185	0.9990466365428997	Not Sig
200675_at	0.13469023400139513	0.522651637990675	0.9990466365428997	Not Sig
200676_s_at	-0.0003220853237984045	0.9985959055445771	0.9995477718534194	Not Sig
200677_at	0.029261539585448304	0.7924144423557338	0.9990466365428997	Not Sig
200678_x_at	0.12888792454330655	0.624608865358653	0.9990466365428997	Not Sig
200679_x_at	0.14516117988380017	0.4703330916355403	0.9990466365428997	Not Sig
200680_x_at	-0.08447136188062032	0.41980042280547664	0.9990466365428997	Not Sig
200681_at	0.010558111408480286	0.947637532634378	0.9990466365428997	Not Sig
200682_s_at	0.06485394020978141	0.6787634694685615	0.9990466365428997	Not Sig
200683_s_at	0.03229770883959748	0.9226046699796235	0.9990466365428997	Not Sig
200684_s_at	-0.199665125944807	0.5783766604587303	0.9990466365428997	Not Sig
200685_at	0.11716806389026235	0.6392615434695272	0.9990466365428997	Not Sig
200686_s_at	-0.047912652409987544	0.7651594610525769	0.9990466365428997	Not Sig
200687_s_at	0.07208021301635803	0.5949761925381061	0.9990466365428997	Not Sig
200688_at	0.2204412002233287	0.2078979449441326	0.9830904268004567	Not Sig
200689_x_at	0.0007003916291825618	0.9937235593807113	0.9995477718534194	Not Sig
